id,name_en,desc_en,keywords_en,name_pt,desc_pt,keywords_pt
~X~104801,Newsprint,"newsprint, in rolls or sheets.",NULL,Papel de jornal,"papel de jornal, em rolos ou em folhas.",NULL
~X~104802,Uncoated Paper,"uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punch-cards and punch tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading 48.01 or 48.03;",NULL,"Uncoat papel, para escrever etc, rolos de papel, feitos à mão","papel não revestido e cartão, dos tipos utilizados para escrita, impressão ou outros fins gráficos, e não perfurados, cartões e socos fita de papel, em rolos ou retangular (quadrada) folhas, de qualquer tamanho, com exclusão do papel das posições 48.01 ou",NULL
~X~104803,Facial Tissue,"toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes, cellulose wadding and webs of cellulose fibres, whether or not creped, crinkled, embossed, perforated, surface-coloured, surface-deco",NULL,"Casa Toilet, etc estoque sanitário","toilet ou estoque tecido facial, toalha ou guardanapo de ações e papéis semelhantes, do tipo utilizado para uso doméstico ou sanitário propósitos, celulose e mantas de fibras de celulose, mesmo encrespados, plissados, gofrados, perfurados, de superfície c",NULL
~X~104804,Uncoated Kraft Paper,"uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading 48.02 or 48.03.",NULL,"Kraft, não revestidos de papel e cartão","kraft, não revestidos de papel e cartões, em rolos ou em folhas, excepto os da posição 48,02 ou 48,03.",NULL
~X~104805,Other Uncoated Paper,"other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in note 3 to this chapter.",NULL,Outros papéis e cartões,"outros papéis e cartões, em rolos ou folhas, não tendo trabalhado ou processado, exceto os especificados na nota 3 do presente capítulo.",NULL
~X~104806,Vegetable Parchment,"vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers, in rolls or sheets.",wrapping,"Papel vegetal, papéis de gorduras","papel vegetal, papéis de gorduras, os papéis de rastreamento e papel cristal e outros papéis calandrados transparentes ou translúcidos, em rolos ou em folhas.",NULL
~X~104807,Composite Paper,"composite paper and paperboard (made by sticking flat layers of paper or paperboard together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets.",NULL,Papel e cartão,"papel e cartão (feito furando camadas planas de papel ou cartão, juntamente com um adesivo), não revestidos na superfície nem impregnados, mesmo reforçados interiormente, em rolos ou em folhas.",NULL
~X~104808,Corrugated Paper,"paper and paperboard, corrugated (with or without glued flat surface sheets), creped, crinkled, embossed or perforated, in rolls or sheets, other than paper of the kind described in heading 48.03.",NULL,Papel e cartão canelados,"papel e cartão canelados (com ou sem folhas coladas de superfície plana), crepe, plissados, gofrados ou perfurados, em rolos ou em folhas, excepto o papel dos tipos descritos na posição 48.03.",NULL
~X~104809,Carbon Paper,"carbon paper, self-copy paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets.",carbon copy,Papel carbono,"papel químico, papel auto-cópia e outros papéis para cópia ou transferência (incluindo papel revestido ou impregnado para estênceis ou para chapas offset), mesmo impressos, em rolos ou em folhas.",NULL
~X~104810,Kaolin Coated Paper,"paper and paperboard, coated on one or both sides with kaolin (china clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-coloured, surface-decorated or printed, in rolls or rectangular (includin",NULL,Papel e cartão revestidos de um ou ambos os lados com caulim,"papel e cartão revestidos de um ou ambos os lados com caulino (caulim) ou de outras substâncias inorgânicas, com ou sem aglutinantes, sem qualquer outro revestimento, com ou sem superfície coloridos à superfície, decorados à superfície ou impressos, em ro",NULL
~X~104811,Cellulose Fibers Paper,"paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in head",NULL,"Papel, cartão, celulose e mantas de fibras de celulose","papel, cartão, celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou folhas retangular (quadrada), de qualquer tamanho, excepto os produtos dos tipos descrito",NULL
~X~104812,Paper Pulp Filter Blocks,"filter blocks, slabs and plates, of paper pulp.",NULL,Filtros de blocos de pasta de celulose,"blocos de filtro, placas e chapas, de pasta de papel.",NULL
~X~104813,Cigarette Paper,"cigarette paper, whether or not cut to size or in the form of booklets or tubes.","rolling papers, zigzags",Papel de cigarro,"papel para cigarros, mesmo cortado nas dimensões ou na forma de livros ou em tubos.",NULL
~X~104814,Wallpaper,wallpaper and similar wall coverings; window transparencies of paper.,NULL,Papel de parede,papel de parede e revestimentos semelhantes para paredes: papel para vitrais.,NULL
~X~104815,Paper Floor Coverings,Floor coverings on a base of paper,NULL,NULL,NULL,NULL
~X~104816,Other Carbon Paper,"carbon paper, self-copy paper and other copying or transfer papers (other than those of heading 48.09), duplicator stencils and offset plates, of paper, whether or not put up in boxes.",NULL,Outro papel carbono,"papel químico, papel auto-cópia e outros papéis para cópia ou transferência (exceto os da posição 48,09), estênceis completos e chapas offset, de papel, ou não, acondicionados em caixas.",NULL
~X~104817,Letterstock,"envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery.",NULL,Letterstock,"envelopes, aerogramas, bilhetes postais não ilustrados e cartões para correspondência, de papel ou cartão; caixas, bolsas, carteiras e compêndios, de papel ou cartão, contendo um sortido de artigos.",NULL
~X~104818,Toilet Paper,"toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary purposes, in rolls of a width not exceeding 36 cm, or cut to size or shape; handkerchiefs, cleansing tissues, towels, tablecloths, serv",NULL,Papel higiênico do tipo utilizado para fins domésticos ou sanitários,"o papel higiênico e papel semelhante, pasta de celulose ou de mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, toalhas, toalhas de mesa",NULL
~X~104819,Paper Containers,"cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like.","boxes, cases, cartons","Caixas de papelão, caixas, caixotes, sacos e outras embalagens de papel","as embalagens, caixas, caixotes, sacos e outras embalagens, de papel, cartão, pasta de celulose ou de mantas de fibras de celulose, arquivos de caixas, bandejas de letra, e artigos semelhantes, de papel ou cartão, do tipo utilizado em escritórios, lojas e",NULL
~X~104820,Paper Notebooks,"registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles, exercise books, blotting-pads, binders (loose-leaf or other), folders, file covers, manifold business forms, interleaved carbon s",NULL,"Registros, livros de contabilidade, cadernos","livros de registo e de contabilidade, blocos de notas, de encomendas, de recibos, blocos de carta, blocos de cartas, agendas e artigos semelhantes, cadernos, apagando-pads, capas (de folhas soltas ou outras), pastas, capas de arquivo, formulários comercia",NULL
~X~104821,Paper Labels,"paper or paperboard labels of all kinds, whether or not printed.",NULL,Etiquetas de papel e cartão,"os rótulos de papel ou cartão de todos os tipos, impressas ou não.",NULL
~X~104822,Paper Spools,"bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened).",NULL,"Carretéis, bobinas, canelas de pasta de papel","bobinas, canelas e suportes semelhantes de pasta de celulose, papel ou cartão (ou não perfurados ou endurecidos).",NULL
~X~104823,Shaped Paper,"other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres.",NULL,"Outros papéis, cartões cortados em forma","outros papéis, cartões, pasta de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, papelão, celulose ou de mantas de fibras de celulose.",NULL
~X~1049,Books,"printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",NULL,"livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou dactilografados e planos","livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou dactilografados e planos",NULL
~X~104901,Brochures,"printed books, brochures, leaflets and similar printed matter, whether or not in single sheets.",NULL,"Livros, brochuras e impressos semelhantes","livros, brochuras e impressos semelhantes, mesmo em folhas soltas.",NULL
~X~104902,Newspapers,"newspapers, journals and periodicals, whether or not illustrated or containing advertising material.",NULL,"Jornais, revistas e periódicos","jornais, revistas e periódicos, ilustrados ou não, ou contendo publicidade.",NULL
~X~104903,Children's Picture Books,"children's picture, drawing or colouring books.",NULL,"Livros infantis com imagens e desenho, ou colorir","retrato infantil, desenho ou livros para colorir.",NULL
~X~104904,Sheet Music,"music, printed or in manuscript, whether or not bound or illustrated.","tabs, manuscripts, printed, songbooks","Música, manuscrita ou impressa","música, manuscrita ou impressa, ou não vinculados ou ilustrados.",NULL
~X~104905,Maps,"maps and hydrographic or similar charts of all kinds, including atlases, wall maps, topographical plans and globes, printed.",NULL,Mapas,"mapas e cartas hidrográficas ou similar de todos os tipos, incluindo atlas, mapas murais, as plantas topográficas e os globos, impressos.",NULL
~X~104906,Architectural Plans,"plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; hand-written texts; photographic reproductions on sensitised paper and carbon copies of the foregoing.",NULL,"Planos e desenhos de arquitectura, engenharia, industriais, comerciais, topográficos","os planos e desenhos de arquitectura, engenharia, industrial, comerciais, topográficos ou semelhantes, sendo originais desenhadas à mão; textos escritos à mão;. reproduções fotográficas em papel sensibilizado e cópias carbono do precedente",NULL
~X~104907,Postage Stamps,"unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; banknotes; cheque forms; stock, share or bond certificates and similar documents of title.",NULL,"Porte não utilizado, a receita ou selos semelhantes","selos não utilizados, a receita ou selos semelhantes de problema atual ou nova no país em que eles têm, ou terão, um valor facial reconhecido; carimbo impressionado papel, notas, cheques, certificados de ações ou de títulos e documentos similares de títul",NULL
~X~104908,Paper Engraving Transfers,transfers (decalcomanias).,NULL,Transferências (Decalcomanias),transferências (decalcomanias).,NULL
~X~104909,Postcards,"printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings.",NULL,Cartões-postais impressos ou ilustrados,"cartões postais impressos ou ilustrados, cartões impressos com votos pessoais, ou mensagens, ilustrados ou não, com ou sem envelopes, guarnições ou aplicações.",NULL
~X~104910,Calendars,"calendars of any kind, printed, including calendar blocks.",NULL,Calendários,"calendários de qualquer espécie, impressos, incluídos os blocos-calendários.",NULL
~X~104911,Other Printed Material,"other printed matter, including printed pictures and photographs.",NULL,Outros impressos,"outros impressos, incluindo imagens impressas e fotografias.",NULL
~X~11,Textiles,Textiles And Textile Articles,NULL,Têxteis,NULL,NULL
~X~1150,Silk,silk,NULL,seda,seda,NULL
~X~115001,Silkworm Cocoons,silk-worm cocoons suitable for reeling.,NULL,Silkworm casulos,bicho-da-seda casulos próprios para dobar.,NULL
~X~115002,Raw Silk,raw silk (not thrown).,NULL,Seda crua,seda crua (não fiada).,NULL
~X~115003,Silk Waste,"silk waste (including cocoons unsuitable for reeling, yarn waste and garneted stock).",NULL,Desperdícios de seda,"resíduos de seda (incluindo os casulos impróprios para dobar, os desperdícios de fios e fiapos).",NULL
~X~115004,Non-Retail Silk Yarn,silk yarn (other than yarn spun from silk waste) not put up for retail sale.,NULL,Fio de seda,fios de seda (excepto fios de desperdícios de seda) não acondicionados para venda a retalho.,NULL
~X~115005,Silk Waste Yarn,"yarn spun from silk waste, not put up for retail sale.",NULL,Fios de desperdícios de seda,"fios de desperdícios de seda, não acondicionados para venda a retalho.",NULL
~X~115006,Retail Silk Yarn,"silk yarn and yarn spun from silk waste, put up for retail sale; silk-worm gut.",NULL,Fios de seda para venda a retalho,"fios de seda ou de desperdícios de seda, acondicionados para venda a retalho; seda verme-gut.",NULL
~X~115007,Silk Fabrics,woven fabrics of silk or of silk waste.,NULL,Tecidos de seda,tecidos de seda ou de desperdícios de seda.,NULL
~X~1151,Wool and Animal Hair ,"wool, fine or coarse animal hair; horsehair yarn and woven fabric",NULL,"lã, pêlos finos ou grosseiros; fios e tecidos de crina","lã, pêlos finos ou grosseiros; fios e tecidos de crina",NULL
~X~115101,Wool,"wool, not carded or combed.",NULL,Lã,lã não cardada nem penteada.,NULL
~X~115102,Animal Hair,"fine or coarse animal hair, not carded or combed.",NULL,Pêlos,"pêlos finos ou grosseiros, não cardado nem penteado.",NULL
~X~115103,Wool or Animal Hair Waste,"waste of wool or of fine or coarse animal hair, including yarn waste but excluding garnetted stock.",NULL,Resíduos de cabelo de lã ou animal,"resíduos de lã ou de pêlos finos ou grosseiros, incluindo resíduos de fios e excluindo os fiapos.",NULL
~X~115104,Garnetted Wool or Animal Hair,garnetted stock of wool or of fine or coarse animal hair.,NULL,Fiapos de lã ou de pêlos de animais,fiapos de lã ou de pêlos finos ou grosseiros.,NULL
~X~115105,Prepared Wool or Animal Hair,"wool and fine or coarse animal hair, carded or combed (including combed wool in fragments).",NULL,"Cabelo de lã ou animal, penteados","lã, pêlos finos ou grosseiros, cardados ou penteados (incluída a lã penteada a granel).",NULL
~X~115106,Non-Retail Carded Wool Yarn,"yarn of carded wool, not put up for retail sale.",NULL,"Fios de lã cardada, não para venda a retalho","fios de lã cardada, não acondicionados para venda a retalho.",NULL
~X~115107,Non-Retail Combed Wool Yarn,"yarn of combed wool, not put up for retail sale.",NULL,"Fios de lã penteada, não para venda a retalho","fios de lã penteada, não acondicionados para venda a retalho.",NULL
~X~115108,Non-Retail Animal Hair Yarn,"yarn of fine animal hair (carded or combed), not put up for retail sale.",NULL,"Fios de pêlos, e não para venda a retalho","fios de pêlos finos (cardado ou penteado), não acondicionados para venda a retalho.",NULL
~X~115109,Retail Wool or Animal Hair Yarn,"yarn of wool or of fine animal hair, put up for retail sale.",NULL,"Fios de cabelo de lã ou animal, para venda a retalho","fios de lã ou de pêlos finos, acondicionados para venda a retalho.",NULL
~X~115110,Horsehair Yarn,"yarn of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale.",NULL,Fios de pêlos grosseiros ou de crina,"fios de pêlos grosseiros ou de crina (incluídos os fios de crina revestidos), mesmo acondicionados para venda a retalho.",NULL
~X~115111,Carded Wool or Animal Hair Fabric,woven fabrics of carded wool or of carded fine animal hair.,NULL,Tecidos de lã cardada ou de pêlos finos cardados,tecidos de lã cardada ou de pêlos finos cardados.,NULL
~X~115112,Combed Wool or Animal Hair Fabric,woven fabrics of combed wool or of combed fine animal hair.,NULL,Pêlos Tecidos de lã penteada ou multa,tecidos de lã penteada ou de pêlos finos penteados.,NULL
~X~115113,Horsehair Fabric,woven fabrics of coarse animal hair or of horsehair.,NULL,Tecidos de pêlos grosseiros ou de crina,tecidos de pêlos grosseiros ou de crina.,NULL
~X~1152,Cotton,cotton,NULL,algodão,algodão,NULL
~X~115201,Raw Cotton,"cotton, not carded or combed.",NULL,Algodão em rama,"algodão, não cardado nem penteado.",NULL
~X~115202,Cotton Waste,cotton waste (including yarn waste and garnetted stock).,NULL,Estopa,resíduos de algodão (incluindo resíduos de fios e os fiapos).,NULL
~X~115203,Prepared Cotton,"cotton, carded or combed.","carded, combed",Algodão cardado ou penteado,algodão cardado ou penteado.,NULL
~X~115204,Cotton Sewing Thread,"cotton sewing thread, whether or not put up for retail sale.",NULL,Fio de costura de algodão,"linha de costura de algodão, mesmo acondicionadas para venda a retalho.",NULL
~X~115205,Non-Retail Pure Cotton Yarn,"cotton yarn (other than sewing thread), containing 85 % or more by weight of cotton, not put up for retail sale.",NULL,"Fios de algodão, de> 85%","fios de algodão (exceto linhas para costurar), contendo 85% ou mais, em peso, de algodão, não acondicionados para venda a retalho.",NULL
~X~115206,Non-Retail Mixed Cotton Yarn,"cotton yarn (other than sewing thread), containing less than 85 % by weight of cotton, not put up for retail sale.",NULL,Fios de algodão de <85%,"fios de algodão (exceto linhas para costurar), contendo menos de 85% em peso de algodão, não acondicionados para venda a retalho.",NULL
~X~115207,Retail Cotton Yarn,cotton yarn (other than sewing thread) put up for retail sale.,NULL,"Fios de algodão, para venda a retalho",fios de algodão (exceto linhas para costurar) acondicionados para venda a retalho.,NULL
~X~115208,Light Pure Woven Cotton,"woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing not more than 200 g/m2.",NULL,Tecidos de algodão de> 85% com peso <200 g/m2,"tecidos de algodão, contendo 85% ou mais, em peso, de algodão, com peso não superior a 200 g/m2.",NULL
~X~115209,Heavy Pute Woven Cotton,"woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing more than 200 g/m2.",NULL,Tecidos de algodão de <85% de peso> 200 g/m2,"tecidos de algodão, contendo 85% ou mais em peso, de algodão, com peso superior a 200 g/m2.",NULL
~X~115210,Light Mixed Woven Cotton,"woven fabrics of cotton, containing less than 85 % by weight of cotton, mixed mainly or solely with man-made fibres, weighing not more than 200 g/m2.",NULL,Tecidos de algodão de <85% com peso <200 g/m2,"tecidos de algodão, contendo menos de 85% em peso, de algodão, combinados, principal ou unicamente, com fibras artificiais, com peso não superior a 200 g/m2.",NULL
~X~115211,Heavy Mixed Woven Cotton,"woven fabrics of cotton, containing less than 85 % by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200 g/m2.",NULL,Tecidos de algodão de <85% de peso> 200 g/m2,"tecidos de algodão, contendo menos de 85% em peso, de algodão, combinados, principal ou unicamente, com fibras artificiais, com peso superior a 200 g/m2.",NULL
~X~115212,Other Cotton Fabrics,other woven fabrics of cotton.,NULL,Outros tecidos de algodão,outros tecidos de algodão.,NULL
~X~1153,Textile Fibers,other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,NULL,"outras fibras têxteis vegetais, fios de papel e tecidos de fios de papel","outras fibras têxteis vegetais, fios de papel e tecidos de fios de papel",NULL
~X~115301,Flax Fibers,"flax, raw or processed but not spun; flax tow and waste (including yarn waste and garnetted stock).",NULL,Fibra de linho em bruto ou trabalhado,linho em bruto ou trabalhado mas não fiado; estopas e resíduos (incluindo resíduos de fios e os fiapos).,NULL
~X~115302,Hemp Fibers,"true hemp (cannabis sativa l.), raw or processed but not spun; tow and waste of true hemp (including yarn waste and garnetted stock).",NULL,Cânhamo,"cânhamo (cannabis sativa l.), em bruto ou trabalhado, mas não fiado; estopas e desperdícios de cânhamo (incluindo resíduos de fios e os fiapos).",NULL
~X~115303,Jute and Other Textile Fibers,"jute and other textile bast fibres (excluding flax, true hemp and ramie), raw or processed but not spun; tow and waste of these fibres (including yarn waste and garnetted stock).",NULL,Juta e outras fibras têxteis,"juta e outras fibras têxteis liberianas (excepto linho, cânhamo e rami), em bruto ou trabalhado, mas não fiado;. estopas e desperdícios destas fibras (incluídos os desperdícios de fios e os fiapos)",NULL
~X~115304,Agave,"Sisal and Agave, raw",NULL,NULL,NULL,NULL
~X~115305,Coconut and Other Vegetable Fibers,"coconut, abaca (manila hemp or musa textilis nee), ramie and other vegetable textile fibres, not elsewhere specified or included, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock).",NULL,"Abaca de coco, rami e outras fibras têxteis vegetais","coconut, abaca (cânhamo de manila ou musa textilis nee), rami e outras fibras têxteis vegetais, não especificadas nem compreendidas em bruto ou trabalhado mas não fiado; estopas e desperdícios destas fibras (incluídos os desperdícios de fios e os fiapos).",NULL
~X~115306,Flax Yarn,flax yarn.,NULL,Fio de linho,fios de linho.,NULL
~X~115307,Jute Yarn,yarn of jute or of other textile bast fibres of heading 53.03.,NULL,Fios de juta ou outras fibras têxteis liberianas,fios de juta ou de outras fibras têxteis liberianas da posição 53.03.,NULL
~X~115308,Other Vegetable Fibers Yarn,yarn of other vegetable textile fibres; paper yarn.,NULL,Fios de outras fibras têxteis vegetais,fios de outras fibras têxteis vegetais; fios de papel.,NULL
~X~115309,Flax Woven Fabric,woven fabrics of flax.,NULL,Tecidos de linho,tecidos de linho.,NULL
~X~115310,Jute Woven Fabric,woven fabrics of jute or of other textile bast fibres of heading 53.03.,NULL,Tecidos de juta ou de outras fibras têxteis liberianas,tecidos de juta ou de outras fibras têxteis liberianas da posição 53.03.,NULL
~X~115311,Other Vegetable Fibers Fabric,woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.,NULL,Tecidos de outras fibras têxteis vegetais,tecidos de outras fibras têxteis vegetais; tecidos de fios de papel.,NULL
~X~1154,Man-Made Filaments,man-made filaments; strip and the like of man-made textile materials,NULL,"filamentos artificiais, lâminas e formas semelhantes, artificiais matérias têxteis","filamentos artificiais, lâminas e formas semelhantes, artificiais matérias têxteis",NULL
~X~115401,Artificial Filament Sewing Thread,"sewing thread of man-made filaments, whether or not put up for retail sale.",NULL,Linhas para costurar de filamentos sintéticos ou artificiais,"linhas para costurar de filamentos sintéticos ou artificiais, mesmo acondicionados para venda a retalho.",NULL
~X~115402,Non-Retail Synthetic Filament Yarn,"synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex.",NULL,Fios de filamentos sintéticos,"fios de filamentos sintéticos (excepto linhas para costurar), não acondicionados para venda a retalho, incluídos os monofilamentos sintéticos com menos de 67 decitex.",NULL
~X~115403,Non-Retail Artificial Filament Yarn,"artificial filament yarn (other than sewing thread), not put up for retail sale, including artificial monofilament of less than 67 decitex.",NULL,Fios de filamentos artificiais,"fios de filamentos artificiais (exceto linhas para costurar), não acondicionados para venda a retalho, incluídos os monofilamentos artificiais com menos de 67 decitex.",NULL
~X~115404,Synthetic Monofilament,"synthetic monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of synthetic textile materials of an apparent width not exceeding 5 mm.",NULL,"Monofilamentos sintéticos,> 67 dtex, espessura <1mm","monofilamentos sintéticos, com pelo menos 67 decitex e cuja maior dimensão da secção transversal superior a 1 mm; lâminas e formas semelhantes (por exemplo, palha artificial) de matérias têxteis sintéticas, cuja largura aparente não superior a 5 mm.",NULL
~X~115405,Artificial Monofilament,"artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm.",NULL,"Monofilamentos> 67dtex t <1mm, tira, palhas t <5mm","monofilamentos artificiais, com pelo menos 67 decitex e cuja maior dimensão da secção transversal superior a 1 mm; lâminas e formas semelhantes (por exemplo, palha artificial) de matérias têxteis artificiais, cuja largura aparente não superior a 5 mm.",NULL
~X~115406,Retail Artificial Filament Yarn,"man-made filament yarn (other than sewing thread), put up for retail sale.",NULL,Man-made fios de filamentos para venda a retalho,"man-made fios de filamentos (excepto linhas para costurar), acondicionados para venda a retalho.",NULL
~X~115407,Synthetic Filament Yarn Woven Fabric,"woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading 54.04.",NULL,Tecidos de fios de filamentos sintéticos,"tecidos de fios de filamentos sintéticos, incluídos os tecidos obtidos a partir de produtos da posição 54.04.",NULL
~X~115408,Artificial Filament Yarn Woven Fabric,"woven fabrics of artificial filament yarn, including woven fabrics obtained from materials of heading 54.05.",NULL,Tecidos de fios de filamentos artificiais,"tecidos de fios de filamentos artificiais, incluídos os tecidos obtidos a partir de produtos da posição 54.05.",NULL
~X~1155,Artifical Staple Fibers,man-made staple fibres,NULL,fibras sintéticas ou artificiais descontínuas,fibras sintéticas ou artificiais descontínuas,NULL
~X~115501,Synthetic Filament Tow,synthetic filament tow.,NULL,Cabos de filamentos sintéticos,cabos de filamentos sintéticos.,NULL
~X~115502,Artificial Filament Tow,artificial filament tow.,NULL,Filamentos artificiais,filamentos artificiais.,NULL
~X~115503,Unprocessed Synthetic Staple Fibers,"synthetic staple fibres, not carded, combed or otherwise processed for spinning.",NULL,Fibras sintéticas descontínuas,"fibras sintéticas descontínuas, não cardadas, penteadas ou transformadas para fiação.",NULL
~X~115504,Unprocessed Artificial Staple Fibers,"artificial staple fibres, not carded, combed or otherwise processed for spinning.",NULL,Fibras artificiais descontínuas,"fibras artificiais descontínuas, não cardadas, penteadas ou transformadas para fiação.",NULL
~X~115505,Artificial Fibers Waste,"waste (including noils, yarn waste and garnetted stock) of man-made fibres.",NULL,Desperdícios de fibras sintéticas ou artificiais,"resíduos (incluindo cabo, estopa e farrapos) de fibras sintéticas ou artificiais.",NULL
~X~115506,Processed Synthetic Staple Fibers,"synthetic staple fibres, carded, combed or otherwise processed for spinning.",NULL,"Fibras sintéticas descontínuas, processados","fibras sintéticas descontínuas, cardadas, penteadas ou transformadas para fiação.",NULL
~X~115507,Processed Artificial Staple Fibers,"artificial staple fibres, carded, combed or otherwise processed for spinning.",NULL,"Fibras artificiais descontínuas, processados","fibras artificiais descontínuas, cardadas, penteadas ou transformadas para fiação.",NULL
~X~115508,Non-Retail Artificial Staple Fibers Sewing Thread,"sewing thread of man-made staple fibres, whether or not put up for retail sale.",NULL,Linhas para costurar de fibras sintéticas ou artificiais descontínuas,"linhas para costurar de fibras sintéticas ou artificiais descontínuas, mesmo acondicionadas para venda a retalho.",NULL
~X~115509,Non-Retail Synthetic Staple Fibers Yarn,"yarn (other than sewing thread) of synthetic staple fibres, not put up for retail sale.",NULL,Fios de fibras sintéticas descontínuas,"fios (exceto linhas para costurar) de fibras sintéticas descontínuas, não acondicionados para venda a retalho.",NULL
~X~115510,Non-Retail Artificial Staple Fibers Yarn,"yarn (other than sewing thread) of artificial staple fibres, not put up for retail sale.",NULL,Fios de fibras artificiais descontínuas,"fios (excepto linhas de costura) de fibras artificiais descontínuas, não acondicionados para venda a retalho.",NULL
~X~115511,Retail Artificial Staple Fibers Yarn,"yarn (other than sewing thread) of man-made staple fibres, put up for retail sale.",NULL,"Fios de fibras sintéticas ou artificiais descontínuas, para venda a retalho","fios (exceto linhas para costurar) de fibras sintéticas descontínuas, acondicionados para venda a retalho.",NULL
~X~115512,Synthetic Fabrics,"woven fabrics of synthetic staple fibres, containing 85 % or more by weight of synthetic staple fibres.",NULL,Tecidos de> 85% de fibras sintéticas descontínuas,"tecidos de fibras sintéticas descontínuas, contendo 85% ou mais em peso, de fibras sintéticas.",NULL
~X~115513,Light Synthetic Cotton Fabrics,"woven fabrics of synthetic staple fibres, containing less than 85 % by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170 g/m_.",NULL,Tecidos de <85% fibras sintéticas descontínuas,"tecidos de fibras sintéticas, contendo menos de 85% em peso de tais fibras, misturado essencialmente ou unicamente com algodão, de um peso não superior a 170 g / m_.",NULL
~X~115514,Heavy Synthetic Cotton Fabrics,"woven fabrics of synthetic staple fibres, containing less than 85 % by weight of such fibres, mixed mainly or solely with cotton, of a weight exceeding 170 g/m_.",denim,"Tecidos de <85% fibras sintéticas descontínuas combinadas, principal com algodão 170 g/m2 <","tecidos de fibras sintéticas, contendo menos de 85% em peso de tais fibras, misturado essencialmente ou unicamente com algodão, de um peso superior a 170 g / m_.",NULL
~X~115515,Other Synthetic Fabrics,other woven fabrics of synthetic staple fibres.,NULL,Outros tecidos de fibras sintéticas descontínuas,outros tecidos de fibras sintéticas.,NULL
~X~115516,Artificial Fabrics,woven fabrics of artificial staple fibres.,NULL,Tecidos de fibras artificiais descontínuas,tecidos de fibras artificiais descontínuas.,NULL
~X~1156,Matted Fabrics and Cordage,"wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","wadding, felt, nonwovens, yarns, twine, cordage, rope","bucha, feltros e falsos tecidos; fios especiais, cordéis, cordas e cabos e suas obras","bucha, feltros e falsos tecidos; fios especiais, cordéis, cordas e cabos e suas obras",NULL
