"CBO ID","Occupation","Course ID","Course"
2343,"Architecture and Engineering Professors",544E02,"Mine production engineering"
2147,"Mining Engineers","544M02","Mining and quarrying"
2032,"Engineering Researchers",544E01,"Mining engineering"
2147,"Mining Engineers",544E01,"Mining engineering"
2343,"Architecture and Engineering Professors",544E01,"Mining engineering"
2147,"Mining Engineers","544T01","Mining technology"
2030,"Biology Researchers","421B05","Molecular biology"
2211,"Biologists","421B05","Molecular biology"
2344,"Health Science Professors","421B05","Molecular biology"
2621,"Producers","213P02","Multimedia production"
2622,"Directors","213P02","Multimedia production"
2612,"Librarians","322D02","Museologic documentation"
2613,"Archivists","322D02","Museologic documentation"
2035,"Social Sciences Researchers","225M01","Museology"
2347,"Humanities Professors","225M01","Museology"
2613,"Archivists","225M01","Museology"
2626,"Musicians","212M02","Music"
2627,"Musicians","212M02","Music"
2621,"Producers","213P03","Music Production"
2622,"Directors","213P03","Music Production"
2321,"High School Teachers","146F20","Music teacher education"
2349,"Art Professors","146F20","Music teacher education"
2239,"Physical Therapists","726M02","Music therapy"
2626,"Musicians","212R01","Musical conducting"
2626,"Musicians","212I01","Musical instruments"
2614,"Linguists","223L03","Native languages"
2032,"Engineering Researchers",525E08,"Naval engineering"
2144,"Mechanical Engineers",525E08,"Naval engineering"
2343,"Architecture and Engineering Professors",525E08,"Naval engineering"
2031,"Natural Science Researchers","481A01","Network administration"
2611,"Journalists","321N01","News and reportage"
2616,"Editors","321N01","News and reportage"
2032,"Engineering Researchers",524E06,"Nuclear engineering"
2145,"Chemical Engineers",524E06,"Nuclear engineering"
2343,"Architecture and Engineering Professors",524E06,"Nuclear engineering"
2031,"Natural Science Researchers","461A03","Numerical analysis"
2111,"Mathematicians","461A03","Numerical analysis"
2341,"Math Professors","461A03","Numerical analysis"
2033,"Health Science Researchers",723E01,"Nursing"
2235,"Nurses",723E01,"Nursing"
2344,"Health Science Professors",723E01,"Nursing"
2543,"Labor Inspectors",723E01,"Nursing"
2033,"Health Science Researchers",723E04,"Nursing and obstetrics"
2235,"Nurses",723E04,"Nursing and obstetrics"
2331,"Vocational Teachers","146F17","Nursing teacher education"
2332,"Vocational Instructors","146F17","Nursing teacher education"
2237,"Nutritionists","726N02","Nutrition"
2237,"Nutritionists","726N01","Nutrition and dietetics"
2321,"High School Teachers","146F21","Nutrition and dietetics teacher education"
2149,"Production Engineers","862S01","Occupational health and safety"
2149,"Production Engineers","862S01","Occupational health and safety"
2236,"Physiotherapists","726T01","Occupational therapy"
2239,"Physical Therapists","726T01","Occupational therapy"
2344,"Health Science Professors","726T01","Occupational therapy"
1221,"Agricultural COOs","443O01","Oceanography"
2031,"Natural Science Researchers","443O01","Oceanography"
2134,"Geologists","443O01","Oceanography"
2031,"Natural Science Researchers","443O02","Oceanology"
2134,"Geologists","443O02","Oceanology"
2033,"Health Science Researchers","724O01","Odontology"
2232,"Dentists","724O01","Odontology"
2344,"Health Science Professors","724O01","Odontology"
2031,"Natural Science Researchers","481S01","Operational systems"
2123,"IT Managers","481S01","Operational systems"
2124,"Information Analysts","481S01","Operational systems"
2236,"Physiotherapists","726O01","Optometry"
2031,"Natural Science Researchers","442Q06","Organic chemistry"
2132,"Chemists","442Q06","Organic chemistry"
2342,"Science Professors","442Q06","Organic chemistry"
2147,"Mining Engineers","544R01","Ornamental stones"
2033,"Health Science Researchers","721P01","Pathology"
2231,"Doctors","721P01","Pathology"
2344,"Health Science Professors","721P01","Pathology"
2321,"High School Teachers","145F19","Pedagogical matters teacher education"
2623,"Scenographers","212A01","Performing arts"
2623,"Scenographers","212A02","Performing arts - theatrical costumes"
2134,"Geologists",544E05,"Petroleum and gas extraction"
2032,"Engineering Researchers",544E07,"Petroleum engineering"
2343,"Architecture and Engineering Professors",544E07,"Petroleum engineering"
2031,"Natural Science Researchers","442P01","Petrology"
2134,"Geologists","442P01","Petrology"
2011,"Biotechnologist","727F01","Pharmacy"
2033,"Health Science Researchers","727F01","Pharmacy"
2234,"Pharmacists","727F01","Pharmacy"
2344,"Health Science Professors","727F01","Pharmacy"
8103,"Pharmacuetical Production Supervisors","727F01","Pharmacy"
8103,"Pharmacuetical Production Supervisors","727F01","Pharmacy"
2331,"Vocational Teachers","146F30","Pharmacy teacher education"
2332,"Vocational Instructors","146F30","Pharmacy teacher education"
2035,"Social Sciences Researchers","226F01","Philosophy"
2514,"Philosophers","226F01","Philosophy"
2614,"Linguists","226F01","Philosophy"
2321,"High School Teachers","145F08","Philosophy teacher education"
2347,"Humanities Professors","145F08","Philosophy teacher education"
2331,"Vocational Teachers","146F24","Phonoaudiology teacher education"
2332,"Vocational Instructors","146F24","Phonoaudiology teacher education"
2618,"Photographers","213F01","Photography"
2241,"Gym Teachers",720E01,"Physical education"
2344,"Health Science Professors",720E01,"Physical education"
2331,"Vocational Teachers","146F15","Physical education teacher education"
2332,"Vocational Instructors","146F15","Physical education teacher education"
2131,"Physicists","440C01","Physical sciences"
2012,"Metrologist","441F01","Physics"
2031,"Natural Science Researchers","441F01","Physics"
2131,"Physicists","441F01","Physics"
2342,"Science Professors","441F01","Physics"
2032,"Engineering Researchers",520E07,"Physics engineering"
2343,"Architecture and Engineering Professors",520E07,"Physics engineering"
2321,"High School Teachers","145F09","Physics teacher education"
2033,"Health Science Researchers","726F01","Physiotherapy"
2236,"Physiotherapists","726F01","Physiotherapy"
2344,"Health Science Professors","726F01","Physiotherapy"
2331,"Vocational Teachers","146F39","Physiotherapy teacher education"
2332,"Vocational Instructors","146F39","Physiotherapy teacher education"
2030,"Biology Researchers","421B06","Plant biology"
2211,"Biologists","421B06","Plant biology"
2344,"Health Science Professors","421B06","Plant biology"
2624,"Visual Artists","211A01","Plastic arts"
2321,"High School Teachers","146F03","Plastic arts teacher education"
2349,"Art Professors","146F03","Plastic arts teacher education"
2624,"Visual Artists","211D02","Plastic drawing"
2624,"Visual Artists","211D02","Plastic drawing"
2035,"Social Sciences Researchers","313C01","Political Science"
2347,"Humanities Professors","313C01","Political Science"
2511,"Anthropologists","313C01","Political Science"
2321,"High School Teachers","145F27","Political science teacher education"
2031,"Natural Science Researchers","442Q03","Polymer chemistry"
2132,"Chemists","442Q03","Polymer chemistry"
2342,"Science Professors","442Q03","Polymer chemistry"
2311,"Elementary School Teachers","143F03","Pre-school teacher education"
2033,"Health Science Researchers","723A02","Primary care of elderly people"
2312,"General Primary School Teachers","144F06","Primary school teacher education"
2313,"Specialized Elementary School Teachers","144F06","Primary school teacher education"
2145,"Chemical Engineers","524T02","Processes technology"
2145,"Chemical Engineers","524P01","Processing of crude oil / gas /petrochemicals"
2032,"Engineering Researchers",582E09,"Production / civil engineering"
2142,"Civil Engineers",582E09,"Production / civil engineering"
2343,"Architecture and Engineering Professors",582E09,"Production / civil engineering"
2032,"Engineering Researchers",520E05,"Production engineering"
2149,"Production Engineers",520E05,"Production engineering"
2343,"Architecture and Engineering Professors",520E05,"Production engineering"
2032,"Engineering Researchers",521E01,"Production Engineering"
2144,"Mechanical Engineers",521E01,"Production Engineering"
2343,"Architecture and Engineering Professors",521E01,"Production Engineering"
2145,"Chemical Engineers","542P03","Production of leather goods"
2031,"Natural Science Researchers","481L01","Programming languages (visual basic, c++, etc.)"
2124,"Information Analysts","481L01","Programming languages (visual basic, c++, etc.)"
2035,"Social Sciences Researchers","311P06","Psychologist training"
2515,"Psychologists","311P06","Psychologist training"
1232,"Human Resource Directors","311P02","Psychology"
1422,"Human Resource Managers","311P02","Psychology"
2035,"Social Sciences Researchers","311P02","Psychology"
2347,"Humanities Professors","311P02","Psychology"
2515,"Psychologists","311P02","Psychology"
2524,"Human Resources Professionals","311P02","Psychology"
2321,"High School Teachers","145F20","Psychology teacher education"
2236,"Physiotherapists","726P02","Psychomotricity"
2331,"Vocational Teachers","146F44","Psychomotricity teacher education"
2332,"Vocational Instructors","146F44","Psychomotricity teacher education"
2394,"Other Educators","142P03","Psychopedagogy"
2515,"Psychologists","142P03","Psychopedagogy"
2521,"Administrators","345A10","Public administration"
2033,"Health Science Researchers",723E03,"Public health nursing"
2235,"Nurses",723E03,"Public health nursing"
2531,"Public Relations","342R01","Public relations"
2331,"Vocational Teachers","146F34","Public security teacher education"
2332,"Vocational Instructors","146F34","Public security teacher education"
2611,"Journalists","321P02","Publishing (messages dissemination)"
2616,"Editors","321P02","Publishing (messages dissemination)"
2611,"Journalists","321R01","Radio and tele journalism"
2617,"Announcers","321R01","Radio and tele journalism"
2611,"Journalists","213P04","Radio and TV production"
2621,"Producers","213P04","Radio and TV production"
2622,"Directors","213P04","Radio and TV production"
2611,"Journalists","321R02","Radiodifusion"
2617,"Announcers","321R02","Radiodifusion"
2031,"Natural Science Researchers","441R01","Radiological physics"
2131,"Physicists","441R01","Radiological physics"
2236,"Physiotherapists","726R01","Rehabilitation"
2321,"High School Teachers","145F05","Religion studies teacher education"
2149,"Production Engineers","520S01","Remote sensing"
2142,"Civil Engineers","582T04","Road technology"
2031,"Natural Science Researchers","481R01","Robotics"
2526,"Security Guards","345G26","Safety management"
2032,"Engineering Researchers",582E12,"Sanitary engineering"
2142,"Civil Engineers",582E12,"Sanitary engineering"
2343,"Architecture and Engineering Professors",582E12,"Sanitary engineering"
2623,"Scenographers","212C02","Scenography"
2625,"Actors","212C02","Scenography"
2031,"Natural Science Researchers","481I01","Science of information"
2321,"High School Teachers","145F02","Sciences teacher education"
2321,"High School Teachers","145F26","Second language teacher education"
2614,"Linguists","222S01","Second languages"
2523,"Executives","346S01","Secretary training"
2523,"Executives","346S02","Secretary training in foreign language"
2614,"Linguists","222S02","Semantics of foreign language"
2034,"Agricultural Researchers","623S01","Silviculture"
2347,"Humanities Professors","312A01","Social anthropology"
2511,"Anthropologists","312A01","Social anthropology"
2035,"Social Sciences Researchers","321C02","Social communication (writing and content)"
2347,"Humanities Professors","321C02","Social communication (writing and content)"
2611,"Journalists","321C02","Social communication (writing and content)"
2616,"Editors","321C02","Social communication (writing and content)"
2035,"Social Sciences Researchers","310C02","Social sciences"
2321,"High School Teachers","145F25","Social sciences teacher education"
2347,"Humanities Professors","762S01","Social service"
2516,"Social Workers","762S01","Social service"
2543,"Labor Inspectors","762S01","Social service"
2035,"Social Sciences Researchers",312E03,"Social studies"
2321,"High School Teachers","145F07","Social studies teacher education"
2035,"Social Sciences Researchers","312S01","Sociology"
2321,"High School Teachers","145F24","Sociology teacher education"
2347,"Humanities Professors","145F24","Sociology teacher education"
2511,"Anthropologists","145F24","Sociology teacher education"
2031,"Natural Science Researchers","481T02","Software development technology"
2124,"Information Analysts","481T02","Software development technology"
2031,"Natural Science Researchers",481E02,"Software engineering"
2122,"Computer Engineers",481E02,"Software engineering"
2341,"Math Professors",481E02,"Software engineering"
2031,"Natural Science Researchers","482U02","Software uses"
2142,"Civil Engineers","582T06","Soil works technology"
2392,"Special Education Teachers",142E02,"Special Education"
2033,"Health Science Researchers","726F03","Speech therapy"
2236,"Physiotherapists","726F03","Speech therapy"
2238,"Audiologists","726F03","Speech therapy"
2344,"Health Science Professors","726F03","Speech therapy"
2031,"Natural Science Researchers",462E01,"Statistics"
2112,"Statisticians",462E01,"Statistics"
2341,"Math Professors",462E01,"Statistics"
2112,"Statisticians","145F06","Statistics teacher education"
2321,"High School Teachers","145F06","Statistics teacher education"
2032,"Engineering Researchers",582E10,"Structural engineering"
2142,"Civil Engineers",582E10,"Structural engineering"
2343,"Architecture and Engineering Professors",582E10,"Structural engineering"
2145,"Chemical Engineers","541T02","Sugar and alcohol technology"
2222,"Food Engineers","541T02","Sugar and alcohol technology"
2033,"Health Science Researchers","721C03","Surgery"
2231,"Doctors","721C03","Surgery"
2252,"Surgeons","721C03","Surgery"
2252,"Surgeons","721C03","Surgery"
2344,"Health Science Professors","721C03","Surgery"
2031,"Natural Science Researchers","483A01","Systems analysis"
2124,"Information Analysts","483A01","Systems analysis"
2031,"Natural Science Researchers","483A02","Systems analysis and development (technologist)"
2124,"Information Analysts","483A02","Systems analysis and development (technologist)"
2313,"Specialized Elementary School Teachers","144F01","Teacher education for end-graders of primary school"
2311,"Elementary School Teachers","144F02","Teacher education for first-graders of primary school"
2312,"General Primary School Teachers","144F05","Teacher education for kindergarten and first-graders of primary school"
2321,"High School Teachers","146F09","Teacher education in primary sector disciplines (agriculture, livestock, etc.)"
2321,"High School Teachers","146F12","Teacher education in professional disciplines of secondary school"
2321,"High School Teachers","146F10","Teacher education in secondary sector disciplines (industry)"
2321,"High School Teachers","146F13","Teacher education in technical disciplines"
2321,"High School Teachers","146F11","Teacher education in tertiary sector disciplines (commerce)"
2312,"General Primary School Teachers","142P01","Teaching"
2313,"Specialized Elementary School Teachers","142P01","Teaching"
2394,"Other Educators","142P01","Teaching"
2031,"Natural Science Researchers","442Q07","Technological chemistry"
2132,"Chemists","442Q07","Technological chemistry"
2145,"Chemical Engineers","541T03","Technology for production of cachaça (sugarcane distilled beverage)"
2222,"Food Engineers","541T03","Technology for production of cachaça (sugarcane distilled beverage)"
2147,"Mining Engineers","544T03","Technology of ornamental stones"
2143,"Electrical Engineers","523T01","Telecommunications"
2032,"Engineering Researchers",523E12,"Telecommunications engineering"
2143,"Electrical Engineers",523E12,"Telecommunications engineering"
2343,"Architecture and Engineering Professors",523E12,"Telecommunications engineering"
2143,"Electrical Engineers","523T05","Telematics"
2012,"Metrologist",542E03,"Textile engineering"
2145,"Chemical Engineers",542E03,"Textile engineering"
2145,"Chemical Engineers",542E02,"Textile industrial engineering"
2145,"Chemical Engineers",542E01,"Textile production engineering"
2145,"Chemical Engineers","542T03","Textiles, clothing and footwear"
2621,"Producers","212T01","Theater"
2622,"Directors","212T01","Theater"
2623,"Scenographers","212T01","Theater"
2625,"Actors","212T01","Theater"
2631,"Religious Professionals","221T01","Theology"
2031,"Natural Science Researchers","443T01","Topography"
2134,"Geologists","443T01","Topography"
2149,"Production Engineers","520Q01","Total quality"
1415,"Hospitality Managers","812T01","Tourism"
1415,"Hospitality Managers","812T02","Tourism and hotel"
2141,"Architects and Planners","581P03","Town and country planning"
2524,"Human Resources Professionals","140T02","Training and Development of Human Resources"
2614,"Linguists","222T01","Translator"
2614,"Linguists","222T02","Translator and interpreter"
2523,"Executives","220L06","Trilingual executive secretary"
2141,"Architects and Planners","581D04","Urban architectonic design and planning"
2141,"Architects and Planners","581P04","Urban planning"
2035,"Social Sciences Researchers","581U01","Urbanism"
2141,"Architects and Planners","581U01","Urbanism"
2343,"Architecture and Engineering Professors","581U01","Urbanism"
2031,"Natural Science Researchers","482U01","Use of the Internet"
2032,"Engineering Researchers",525E06,"Vehicle and engine engineering"
2144,"Mechanical Engineers",525E06,"Vehicle and engine engineering"
2343,"Architecture and Engineering Professors",525E06,"Vehicle and engine engineering"
2144,"Mechanical Engineers","525M04","Vehicle mechanics"
2614,"Linguists","223L01","Vernacular language/literature"
2321,"High School Teachers","145F16","Vernacular language/literature and foreign classical language teacher education"
2346,"Language Professors","220L02","Vernacular Language/literature and foreign languages/classical literature"
2346,"Language Professors","220L03","Vernacular Language/literature and foreign languages/modern literature"
2321,"High School Teachers","145F17","Vernacular language/literature and foreign modern language teacher education"
2321,"High School Teachers","145F15","Vernacular language/literature teacher education"
1221,"Agricultural COOs","641M01","Veterinary medicine"
2011,"Biotechnologist","641M01","Veterinary medicine"
2033,"Health Science Researchers","641M01","Veterinary medicine"
2233,"Veterinarians","641M01","Veterinary medicine"
2344,"Health Science Professors","641M01","Veterinary medicine"
2033,"Health Science Researchers","641C01","Veterinary science"
2623,"Scenographers","211A02","Visual arts"
2624,"Visual Artists","211A02","Visual arts"
2321,"High School Teachers","146F04","Visual arts teacher education"
2349,"Art Professors","146F04","Visual arts teacher education"
2034,"Agricultural Researchers","621V01","Viticulture (grapes growing)"
2321,"High School Teachers","146F29","Voice (singing) teacher education"
2349,"Art Professors","146F29","Voice (singing) teacher education"
2032,"Engineering Researchers",582E08,"Water resources engineering"
2142,"Civil Engineers",582E08,"Water resources engineering"
2343,"Architecture and Engineering Professors",582E08,"Water resources engineering"
2222,"Food Engineers","541P09","Wine technology"
2035,"Social Sciences Researchers","311P07","Work psychology"
2515,"Psychologists","311P07","Work psychology"
1221,"Agricultural COOs","621Z01","Zootechnics"
2011,"Biotechnologist","621Z01","Zootechnics"
2034,"Agricultural Researchers","621Z01","Zootechnics"
2233,"Veterinarians","621Z01","Zootechnics"
2331,"Vocational Teachers","146F40","Zootechnics teacher education"
2332,"Vocational Instructors","146F40","Zootechnics teacher education"
